,Date,Close
0,2021-02-05,6328.1513671875
1,2021-02-08,6332.72705078125
2,2021-02-09,6387.63427734375
3,2021-02-10,6332.72705078125
4,2021-02-11,6296.12109375
5,2021-02-15,6222.91064453125
6,2021-02-16,6351.029296875
7,2021-02-17,6314.423828125
8,2021-02-18,6163.4267578125
9,2021-02-19,6245.7890625
10,2021-02-22,6213.75927734375
11,2021-02-23,6245.7890625
12,2021-02-24,6154.27587890625
13,2021-02-25,6135.97314453125
14,2021-02-26,6140.54833984375
15,2021-03-01,6447.1181640625
16,2021-03-02,6419.6650390625
17,2021-03-03,6405.9375
18,2021-03-04,6149.7001953125
19,2021-03-05,6222.91064453125
20,2021-03-08,6149.7001953125
21,2021-03-09,6044.45947265625
22,2021-03-10,6135.97314453125
23,2021-03-12,6190.88037109375
24,2021-03-15,6099.3671875
25,2021-03-16,6062.7626953125
26,2021-03-17,6049.03515625
27,2021-03-18,6135.97314453125
28,2021-03-19,6186.30517578125
29,2021-03-22,6058.18603515625
30,2021-03-23,6007.853515625
31,2021-03-24,5893.46240234375
32,2021-03-25,5829.40283203125
33,2021-03-26,5870.58447265625
34,2021-03-29,5820.251953125
35,2021-03-30,5852.28125
36,2021-03-31,5687.5576171875
37,2021-04-01,5696.70849609375
38,2021-04-05,5632.64990234375
39,2021-04-06,5641.80078125
40,2021-04-07,5719.5869140625
41,2021-04-08,5693.04736328125
42,2021-04-09,5753.3642578125
43,2021-04-12,5628.08935546875
44,2021-04-13,5567.77197265625
45,2021-04-14,5850.80078125
46,2021-04-15,5827.60205078125
47,2021-04-16,5822.9619140625
48,2021-04-19,5818.32177734375
49,2021-04-20,5785.84326171875
50,2021-04-21,5720.88623046875
51,2021-04-22,5767.2841796875
52,2021-04-23,5929.67724609375
53,2021-04-26,5832.24169921875
54,2021-04-27,5943.59716796875
55,2021-04-28,5864.720703125
56,2021-04-29,5948.2373046875
57,2021-04-30,5943.59716796875
58,2021-05-03,5929.67724609375
59,2021-05-04,5938.95751953125
60,2021-05-05,5962.15576171875
61,2021-05-06,5962.15576171875
62,2021-05-07,5938.95751953125
63,2021-05-10,5957.51611328125
64,2021-05-11,6013.19384765625
65,2021-05-17,6031.75341796875
66,2021-05-18,5929.67724609375
67,2021-05-19,5887.91845703125
68,2021-05-20,5920.3984375
69,2021-05-21,5901.83935546875
70,2021-05-24,5869.35986328125
71,2021-05-25,5897.19873046875
72,2021-05-27,5818.32177734375
73,2021-05-28,5883.279296875
74,2021-05-31,5915.7578125
75,2021-06-02,5999.2744140625
76,2021-06-03,6124.54931640625
77,2021-06-04,6105.99072265625
78,2021-06-07,6059.59228515625
79,2021-06-08,5966.7958984375
80,2021-06-09,6059.59228515625
81,2021-06-10,6143.10888671875
82,2021-06-11,6003.91455078125
83,2021-06-14,5948.2373046875
84,2021-06-15,6003.91455078125
85,2021-06-16,5925.037109375
86,2021-06-17,5874.0
87,2021-06-18,5869.35986328125
88,2021-06-21,5799.76220703125
89,2021-06-22,5883.279296875
90,2021-06-23,5781.20361328125
91,2021-06-24,5762.64404296875
92,2021-06-25,5744.0849609375
93,2021-06-28,5618.81005859375
94,2021-06-29,5609.53125
95,2021-06-30,5590.97119140625
96,2021-07-01,5590.97119140625
97,2021-07-02,5660.56884765625
98,2021-07-05,5669.8486328125
99,2021-07-06,5618.81005859375
100,2021-07-07,5628.08935546875
101,2021-07-08,5581.69140625
102,2021-07-09,5586.33203125
103,2021-07-12,5725.525390625
104,2021-07-13,5609.53125
105,2021-07-14,5558.4921875
106,2021-07-15,5674.4873046875
107,2021-07-16,5669.8486328125
108,2021-07-19,5572.412109375
109,2021-07-21,5577.0517578125
110,2021-07-22,5711.60693359375
111,2021-07-23,5600.2509765625
112,2021-07-26,5572.412109375
113,2021-07-27,5572.412109375
114,2021-07-28,5549.212890625
115,2021-07-29,5604.89111328125
116,2021-07-30,5539.93310546875
117,2021-08-02,5530.654296875
118,2021-08-03,5702.32666015625
119,2021-08-04,5679.126953125
120,2021-08-05,5846.1611328125
121,2021-08-06,5716.24609375
122,2021-08-09,5753.3642578125
123,2021-08-10,5846.1611328125
124,2021-08-12,5846.1611328125
125,2021-08-13,5948.2373046875
126,2021-08-16,5957.51611328125
127,2021-08-18,6124.54931640625
128,2021-08-19,6124.54931640625
129,2021-08-20,6124.54931640625
130,2021-08-23,6115.27001953125
131,2021-08-24,6124.54931640625
132,2021-08-25,6124.54931640625
133,2021-08-26,6087.43115234375
134,2021-08-27,6041.0322265625
135,2021-08-30,6092.07080078125
136,2021-08-31,6078.15185546875
137,2021-09-01,6092.07080078125
138,2021-09-02,6068.87158203125
139,2021-09-03,6124.54931640625
140,2021-09-06,6101.35107421875
141,2021-09-07,6096.71044921875
142,2021-09-08,5976.076171875
143,2021-09-09,6096.71044921875
144,2021-09-10,6050.3125
145,2021-09-13,6082.79150390625
146,2021-09-14,6073.51171875
147,2021-09-15,6027.11376953125
148,2021-09-16,6031.75341796875
149,2021-09-17,6050.3125
150,2021-09-20,6110.63037109375
151,2021-09-21,6022.4736328125
152,2021-09-22,6082.79150390625
153,2021-09-23,6105.99072265625
154,2021-09-24,6110.63037109375
155,2021-09-27,6105.99072265625
156,2021-09-28,6050.3125
157,2021-09-29,6105.99072265625
158,2021-09-30,6495.734375
159,2021-10-01,6273.02294921875
160,2021-10-04,6458.615234375
161,2021-10-05,6444.6962890625
162,2021-10-06,6662.767578125
163,2021-10-07,6644.2080078125
164,2021-10-08,6764.84326171875
165,2021-10-11,6732.365234375
166,2021-10-12,6792.681640625
167,2021-10-13,6982.91455078125
168,2021-10-14,7191.70556640625
169,2021-10-15,7098.91015625
170,2021-10-18,6982.91455078125
171,2021-10-19,6959.7158203125
172,2021-10-21,6866.91943359375
173,2021-10-22,6982.91455078125
174,2021-10-25,6982.91455078125
175,2021-10-26,6982.91455078125
176,2021-10-27,6913.3173828125
177,2021-10-28,6843.72021484375
178,2021-10-29,6936.51611328125
179,2021-11-01,6866.91943359375
180,2021-11-02,6774.123046875
181,2021-11-03,6820.521484375
182,2021-11-04,6843.72021484375
183,2021-11-05,6913.3173828125
184,2021-11-08,7029.3125
185,2021-11-09,7122.109375
186,2021-11-10,7098.91015625
187,2021-11-11,7122.109375
188,2021-11-12,6982.91455078125
189,2021-11-15,6959.7158203125
